Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1678,4,1200.0,1281.2161989804497,33.199639059603214,8301.727947080508,8452.840286054827,28.392272813657804,0.06768122244018547,1200,1500,1700,1900,2400,3100,4800,5500,7600,8300,8300
,Aggregated,1678,4,1200.0,1281.2161989804497,33.199639059603214,8301.727947080508,8452.840286054827,28.392272813657804,0.06768122244018547,1200,1500,1700,1900,2400,3100,4800,5500,7600,8300,8300
