Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1246,5,1600.0,2071.976161292077,39.5555580034852,10926.159678958356,8385.725521669341,21.078676565060448,0.0845853794745604,1600,2200,2600,2900,4300,7800,9200,9700,11000,11000,11000
,Aggregated,1246,5,1600.0,2071.976161292077,39.5555580034852,10926.159678958356,8385.725521669341,21.078676565060448,0.0845853794745604,1600,2200,2600,2900,4300,7800,9200,9700,11000,11000,11000
