Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1113,0,230.0,392.05743941567965,32.88760012947023,3255.87057787925,8467.0,18.85863923406394,0.0,230,360,480,600,930,1200,1900,2300,3100,3300,3300
,Aggregated,1113,0,230.0,392.05743941567965,32.88760012947023,3255.87057787925,8467.0,18.85863923406394,0.0,230,360,480,600,930,1200,1900,2300,3100,3300,3300
