Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1190,0,980.0,1147.3493843043943,38.58214593492448,6051.693841814995,8467.0,20.238454848555634,0.0,980,1400,1700,1800,2400,3000,3600,4100,5200,6100,6100
,Aggregated,1190,0,980.0,1147.3493843043943,38.58214593492448,6051.693841814995,8467.0,20.238454848555634,0.0,980,1400,1700,1800,2400,3000,3600,4100,5200,6100,6100
