Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,590,0,61,72.57723478300466,34.10431509837508,403.2917229924351,8467.0,9.988766550084742,0.0,61,73,81,87,110,130,240,270,400,400,400
,Aggregated,590,0,61,72.57723478300466,34.10431509837508,403.2917229924351,8467.0,9.988766550084742,0.0,61,73,81,87,110,130,240,270,400,400,400
