Method,Name,Error,Occurrences
GET,/,"HTTPConnectionPool(host='ito-k3s-worker2', port=32162): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f6be2aa02e8>: Failed to establish a new connection: [Errno 111] Connection refused',))",23
