Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23,23,2,2.8267325327286255,1.8112589605152607,11.414056178182364,0.0,1.351738845866112,1.351738845866112,2,3,3,3,3,5,11,11,11,11,11
,Aggregated,23,23,2,2.8267325327286255,1.8112589605152607,11.414056178182364,0.0,1.351738845866112,1.351738845866112,2,3,3,3,3,5,11,11,11,11,11
