Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2063,0,500.0,681.7062681649644,33.98242802359164,5602.0986249204725,8467.0,34.90784393250249,0.0,500,740,910,1000,1300,1600,2600,3700,5200,5600,5600
,Aggregated,2063,0,500.0,681.7062681649644,33.98242802359164,5602.0986249204725,8467.0,34.90784393250249,0.0,500,740,910,1000,1300,1600,2600,3700,5200,5600,5600
