Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1236,219,1000.0,1835.4345486914922,1.0138570796698332,23301.29524297081,7085.48220064725,21.231435543114472,3.7618805695324182,1000,1400,1600,1700,2400,5300,22000,22000,23000,23000,23000
,Aggregated,1236,219,1000.0,1835.4345486914922,1.0138570796698332,23301.29524297081,7085.48220064725,21.231435543114472,3.7618805695324182,1000,1400,1600,1700,2400,5300,22000,22000,23000,23000,23000
